,description,rank,organizationName,state,studentPopulation,campusSetting,medianBaseSalary,name,webSite,phoneNumber,shortUri,squareImage,city,region,yearFounded,stateCode,Primary_Key,latutide,longitude,attendanceStatus_partTime,attendanceStatus_fullTime,firstToSecondYearRetention_fullTime,firstToSecondYearRetention_partTime,overallGraduationRates_4,overallGraduationRates_6,enrollmentByGender_enrollmentMale,enrollmentByGender_enrollmentFemale,enrollmentByGender_AgeUnder18,enrollmentByGender_Age18to24,enrollmentByGender_Age25to64,enrollmentByGender_Age65andOver,graduationRateByGender_graduationMale,graduationRateByGender_graduationFemale,enrollmentByRace_americanIndian,enrollmentByRace_asian,enrollmentByRace_hawaiianPacific,enrollmentByRace_africanAmerican,enrollmentByRace_hispanic,enrollmentByRace_white,enrollmentByRace_twoRaces,enrollmentByRace_unknown,enrollmentByRace_alien,graduationRateByRace_americanIndian,graduationRateByRace_asian,graduationRateByRace_hawaiianPacific,graduationRateByRace_africanAmerican,graduationRateByRace_hispanic,graduationRateByRace_white,graduationRateByRace_twoRaces,graduationRateByRace_unknown,graduationRateByRace_alien,Twitter,Facebook,LinkedIn,Instagram,YouTube,federalGrant,pellGrant,otherFederalGrant,stateLocalGrant,institutionalGrant,anyGrant,anyLoan,federalLoan,nonFederalLoan
10,"The smallest Ivy League school, Dartmouth College has educated some of America’s brightest in rural Hanover, NH since 1769. <br>Dartmouth adheres to a unique calendar of four 10-week terms, allowing students flexibility to take classes, pursue research, internship or study abroad. After completing their second year at Dartmouth, students remain in Hanover for “Sophomore Summer,” where they take classes and overrun the campus. <br>The school’s rural setting offers students  opportunities to enjoy the outdoors in New England: The Appalachian Trail runs through campus, and the school owns a ski hill 14 miles from campus. <br>The Dartmouth is the oldest college newspaper in the country, dating back to 1799. Extracurricular life is bustling at Dartmouth, including a rich tradition of Greek life—the movie Animal House is even based on a Dartmouth fraternity. <br>Some famous alums from Dartmouth include writer Theodor Geisel (Dr. Seuss), poet Robert Frost, Fred Rogers of Mr. Rogers’ Neighborhood and comedian Mindy Kaling. ",11,Dartmouth College,NH,6606,Rural,141400.0,Dartmouth College,http://www.dartmouth.edu,(603) 646-1110,http://onforb.es/MvI0Jl,http://specials-images.forbesimg.com/imageserve/5776b7fca7ea436bd18c1288/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Hanover,Northeast,1769.0,NH,30,43.700465,-72.289499,2.0,98.0,98.0,0.0,87.0,95.0,51.0,49.0,101.0,4319.0,39.0,0.0,94.0,96.0,1.2,13.3,0.1,4.9,8.9,48.5,4.3,3.0,15.8,83.0,96.0,100.0,92.0,96.0,97.0,89.0,95.0,92.0,https://twitter.com/dartmouth,https://www.facebook.com/Dartmouth,https://www.linkedin.com/edu/school?id=18839&trk=vsrp_universities_res_name&trkInfo=VSRPsearchId%3A3023708651405633284339%2CVSRPtargetId%3A18839%2CVSRPcmpt%3Aprimary,,http://engineering.dartmouth.edu/thayer360/,15.0,17.0,13.0,,47.0,50490.0,45.0,21.0,36.0
11,"Duke offers 53 undergraduate majors at its Durham, NC, campus, including top programs in computer science, economics and public policy. The university also offers a number of interdisciplinary centers where students research collaboratively or apply classroom knowledge to real-world scenarios. <br>Duke is also an athletics powerhouse. The Blue Devils compete in 27 sports at the Division I level. So many students camp out for men’s basketball games that their encampment is known as “K-ville.” <br>Billionaires Melinda French Gates and David Rubenstein both graduated from Duke, as well as former WNBA president Lisa Borders and NBA star Kyrie Irving. <br>Duke pledges to meet 100% of students’ demonstrated financial need. The estimated cost of attendance is $81,488, and 64% of students graduate debt-free. <br>Duke spent over $1.2 billion dollars on research in 2019 and is the ninth largest recipient for federal research funding, much of which goes to life sciences and clinical trials research.",12,Duke University,NC,16686,Urban,135000.0,Duke University,http://www.duke.edu,919-684-8111,http://onforb.es/NirwB7,https://specials-images.forbesimg.com/imageserve/612953fc582d48cd6e7e41dd/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Durham,South,1924.0,NC,41,36.001389,-78.940277,6.0,94.0,98.0,0.0,88.0,95.0,48.0,52.0,132.0,6492.0,25.0,0.0,95.0,95.0,0.4,13.8,0.1,7.0,6.8,43.2,3.1,3.8,21.8,83.0,95.0,0.0,92.0,97.0,95.0,95.0,89.0,93.0,https://twitter.com/DukeU,https://www.facebook.com/DukeUniv,https://www.linkedin.com/edu/school?id=18765&trk=vsrp_universities_res_name&trkInfo=VSRPsearchId%3A3023708651405706770222%2CVSRPtargetId%3A18765%2CVSRPcmpt%3Aprimary,http://instagram.com/dukeuniversity,https://web.duke.edu/admissions/video/,12.0,14.0,8.0,3.0,47.0,50719.0,22.0,19.0,14.0
12,"Set on a hill overlooking Ithaca, NY, Cornell is a midsize, private Ivy League university that prides itself on providing students research opportunities through its 100-plus research centers and labs. <br>Cornell opened a new school of public policy in 2020, joining the university’s other seven undergraduate colleges. There are approximately 80 undergraduate majors and 120 minors at Cornell, with standout programs in agriculture, STEM and hotel administration. <br>The university’s campus is full of places to explore, like the Cornell Dairy Bar, which serves ice cream made with milk from the school’s Veterinary College, and hundreds of miles of hiking trails and gorges. Students can relax on Libe Slope and listen to student chime masters play songs in the iconic McGraw Tower. <br>Notable alumni include former Supreme Court Justice Ruth Bader Ginsburg, television personality Bill Nye and author Toni Morrison.",13,Cornell University,NY,24027,Urban,133100.0,Cornell University,http://www.cornell.edu,(607) 254-4636,http://onforb.es/MvHZoO,http://specials-images.forbesimg.com/imageserve/559d31a2e4b05c2c3431bde9/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Ithaca,Northeast,1865.0,NY,69,42.453558,-76.48451,0.0,100.0,97.0,0.0,87.0,95.0,49.0,51.0,275.0,14669.0,99.0,0.0,93.0,96.0,0.2,15.4,0.1,5.3,10.6,33.7,3.8,7.0,23.9,85.0,96.0,0.0,92.0,91.0,96.0,95.0,96.0,92.0,https://twitter.com/cornell,https://www.facebook.com/Cornell,http://www.linkedin.com/company/cornell-university,http://instagram.com/cornelluniversity/,,16.0,17.0,8.0,13.0,46.0,44955.0,41.0,40.0,20.0
13,"Vanderbilt University in Nashville, TN, offers 70 undergraduate majors across five schools, most notably in economics, computer science and biological studies. The university offers interdisciplinary and research centers for health care, the humanities, engineering and public policy, making it a top research institution in the south. <br>The campus spans 330 acres in downtown Nashville. <br>Students can participate in over 500 clubs and organizations which include cultural groups, 25 fraternities and sororities and more than 30 club sports. Upperclassmen who live on-campus may live in the community-oriented residential college system, which places students in collaborative colleges, each with their own governing council and faculty head. <br>Vanderbilt alumni include members of Congress, governors and U.S. ambassadors, as well as Grameen Bank founder Muhummad Yunus and best-selling author James Paterson. <br>The school has need-blind admissions for U.S. citizens and eligible noncitizens and meets 100% of demonstrated financial need. Vanderbilt offers about 250 full-tuition merit scholarships for first-year students.",14,Vanderbilt University,TN,13131,Urban,122400.0,Vanderbilt University,http://www.vanderbilt.edu,(615) 322-7311,http://onforb.es/MvI8Zb,//specials-images.forbesimg.com/imageserve/55ad6d4ee4b05c2c34320ffa/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Nashville,South,1873.0,TN,43,36.150323,-86.801456,8.0,92.0,97.0,100.0,88.0,93.0,44.0,56.0,128.0,6737.0,21.0,0.0,91.0,95.0,0.4,10.1,0.2,9.5,8.1,52.0,4.4,3.4,11.9,90.0,95.0,67.0,89.0,92.0,94.0,95.0,90.0,94.0,https://twitter.com/vanderbiltu,https://www.facebook.com/vanderbilt,https://www.linkedin.com/edu/school?id=19443,http://instagram.com/vanderbiltu,http://admissions.vanderbilt.edu/tour/,16.0,16.0,6.0,8.0,62.0,44291.0,12.0,11.0,2.0
14,"The University of California, San Diego is a large public research institution in La Jolla, CA, just steps from the beach. <br>UC San Diego received more than $1.4 billion in research funding last year, giving the school one of the most well-funded research programs in the country. <br>Students can choose from more than 130 majors, but more than a fifth of undergraduates opt to major in Biology, the most popular major on campus. <br>Sustainability is big at UC San Diego. The school has over three dozen LEED-certified buildings, an expansive solar power grid and a campus vehicle fleet consisting mostly of alternative fuel vehicles. <br>Undergraduate researchers from UC San Diego see success after graduation:. Notable alumni include DJ Patil, former White House chief data scientist, astronaut Kate Rubins, and National Medal of Science honoree J. Craig Venter. ",15,"University of California, San Diego",CA,38736,Urban,128900.0,"University of California, San Diego",http://www.ucsd.edu,(858) 534-2230,http://onforb.es/MvI5N4,https://specials-images.forbesimg.com/imageserve/559ae2a2e4b05c2c3431b1ee/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,La Jolla,West,1960.0,CA,138,32.87271,-117.237726,4.0,96.0,93.0,83.0,65.0,87.0,52.0,48.0,755.0,28385.0,1654.0,0.0,85.0,89.0,0.1,29.1,0.2,1.7,18.9,20.9,4.5,1.8,22.8,75.0,92.0,74.0,77.0,82.0,86.0,86.0,89.0,84.0,https://twitter.com/UCSDnews,https://www.facebook.com/UCSanDiego,http://www.linkedin.com/company/university-of-california-at-san-diego,http://instagram.com/ucsandiego,http://ucsdnews.ucsd.edu/slideshowpage/2013_campus_life,35.0,37.0,1.0,45.0,46.0,18237.0,33.0,32.0,18.0
15,"A top liberal arts school, Amherst is located in the college town of Amherst, MA. The school is a member of the cooperative 5 College Consortium along with the nearby Smith College, Hampshire College, Mt. Holyoke College and the University of Massachusetts, Amherst. <br>Amherst may be small in size, but not in resources. The school operates an art museum, natural history museum, planetarium, and a museum dedicated to local poet Emily Dickinson. <br>The school’s picturesque 500-acre wildlife sanctuary is used for research and recreation purposes, featuring trails, fields and several bodies of water. <br>The Powerhouse, a converted steam plant, serves as a hub of on-campus social life, hosting pub nights, acapella concerts and movie screenings. <br>Notable alumni include President Calvin Coolidge, Albert II, Prince of Monaco, and authors David Foster Wallace and Dan Brown. ",16,Amherst College,MA,1839,Suburban,127100.0,Amherst College,http://https://www.amherst.edu,413-542-2000,http://onforb.es/MvHZF3,http://specials-images.forbesimg.com/imageserve/559d661be4b05c2c3431c03d/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Amherst,Northeast,1821.0,MA,3,42.370772,-72.533204,0.0,100.0,97.0,0.0,88.0,95.0,50.0,50.0,24.0,1795.0,20.0,0.0,95.0,96.0,0.5,14.8,0.1,10.2,13.2,43.2,6.5,2.7,8.8,0.0,98.0,0.0,97.0,97.0,94.0,96.0,100.0,93.0,https://twitter.com/AmherstCollege,https://www.facebook.com/amherstcollege,http://us.linkedin.com/company/amherst-college,http://statigr.am/AmherstCollege,https://www.amherst.edu/aboutamherst/visiting/virtualtour,30.0,24.0,18.0,4.0,62.0,57627.0,18.0,14.0,7.0
16,"The University of Southern California’s proximity to downtown Los Angeles makes it a prime location for students in business, communications, engineering and performing arts. Students are encouraged to combine different fields of study within 23 distinct schools. <br>Undergraduate students make up less than half of the student body, and 22% of the student population is international. In 2020, 22% of freshmen were first-generation college students. <br>USC has over 1,000 registered student organizations for social life, professional development and campus events. The Spirit of Troy is the only student marching band to win two platinum records. <br>The university has produced many film and television stars such as actors Miranda Cosgrove and Will Ferrell, and filmmaker George Lucas. Other alumni include former NFL running back Reggie Bush and singer-songwriter Macy Gray. <br>Two-thirds of first-year students receive financial aid and 21% receive a merit-based scholarship. Admissions is need-blind.",17,University of Southern California,CA,48321,Urban,126300.0,University of Southern California,http://www.usc.edu,(213) 740-2311,http://onforb.es/NirA43,https://specials-images.forbesimg.com/imageserve/559aebb2e4b05c2c3431b2b5/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Los Angeles,West,1880.0,CA,111,34.019231,-118.282761,14.0,86.0,96.0,100.0,78.0,92.0,46.0,54.0,352.0,19361.0,638.0,0.0,90.0,93.0,0.2,16.9,0.3,5.3,14.6,28.9,3.6,4.8,25.4,0.0,94.0,75.0,88.0,90.0,91.0,87.0,98.0,91.0,https://twitter.com/USC,https://www.facebook.com/usc,https://www.linkedin.com/edu/school?id=17971&trk=tyah&trkInfo=tarId%3A1405623702720%2Ctas%3AUsc%2Cidx%3A6-1-16,http://instagram.com/uscedu#,http://visit.usc.edu/,18.0,21.0,13.0,11.0,65.0,37217.0,27.0,27.0,2.0
17,"Located in rural Williamstown, MA, Williams College is among the oldest and most prestigious liberal arts schools in the country. <br>Williams does not have any mandatory courses, but it does have rigorous requirements for students in the arts and humanities, social sciences, science and mathematics. The school places special emphasis on intensive writing, reasoning and diversity. <br>Don’t be fooled by the liberal arts label—Williams students love math and the sciences. The most popular majors include economics, biology and mathematics. <br>Roughly a third of Williams students play a varsity sport, and the Williams Ephs compete in the Division III’s New England Small College Athletic Conference (NESCAC). <br>Notable alumni include President James Garfield, investing billionaire Herbert Allen, Jr. and director John Frankenheimer. ",18,Williams College,MA,2150,Rural,142300.0,Williams College,http://www.williams.edu,413-597-3131,http://onforb.es/MvHQkZ,http://specials-images.forbesimg.com/imageserve/57c876aba7ea430a8a198197/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Williamstown,Northeast,1793.0,MA,1,42.712389,-73.208078,2.0,98.0,97.0,0.0,88.0,95.0,50.0,50.0,48.0,2020.0,26.0,0.0,94.0,96.0,0.1,12.0,0.0,6.8,12.9,48.9,5.7,3.6,10.0,100.0,95.0,0.0,85.0,92.0,97.0,100.0,0.0,94.0,https://twitter.com/williamscollege,https://www.facebook.com/williamscollege,https://www.linkedin.com/edu/school?id=18537&trk=vsrp_universities_res_name&trkInfo=VSRPsearchId%3A3023708651405628849383%2CVSRPtargetId%3A18537%2CVSRPcmpt%3Aprimary,http://instagram.com/williamscollege#,http://admission.williams.edu/files/vtour/index.html,20.0,21.0,3.0,2.0,51.0,55897.0,21.0,17.0,5.0
18,"Pomona College in Claremont, CA. is one of the top liberal arts universities in the nation and the oldest member of the Claremont Colleges consortium. Pomona prides itself on small classes—often just 10 to 15 students—and close-knit relationships with faculty. The college offers 49 majors, including Late Antique-Medieval Studies. <br>In June 2018, Pomona College’s endowment was valued at $2.3 billion. The college is committed to need-blind admissions for U.S. citizens and seeks to enroll students from economically disadvantaged backgrounds. <br>Pomona counts numerous distinguished alumni across many disciplines, including former Disney executive Roy E. Disney, Nobel Prize-winning biochemist Jennifer Doudna and civil rights activist Myrlie Evers-Williams. <br>Pomona has an annual Ski-Beach day, when students board busses in the morning to visit nearby ski slopes and then spend the afternoon by the beach having a seaside cookout.",19,Pomona College,CA,1637,Suburban,121900.0,Pomona College,http://www.pomona.edu,(909) 621-8134,http://onforb.es/MvHPO9,https://specials-images.forbesimg.com/imageserve/559adb1be4b05c2c3431b186/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Claremont,West,1887.0,CA,17,34.096849,-117.712684,1.0,99.0,97.0,0.0,89.0,93.0,48.0,52.0,39.0,1591.0,7.0,0.0,94.0,93.0,0.5,16.4,0.4,9.7,17.2,34.1,6.8,3.4,11.5,0.0,93.0,0.0,89.0,94.0,94.0,91.0,93.0,94.0,https://twitter.com/pomonacollege,https://www.facebook.com/pomonacollege,http://www.linkedin.com/edu/pomona-college-19928,http://instagram.com/pomonacollege,www.pomona.edu/tours,20.0,23.0,13.0,7.0,51.0,53449.0,20.0,13.0,13.0
19,"The second-oldest member of the University of California system, UC Davis is a large public university in the Sacramento Valley. <br>UC Davis received $941 million in research funding last year. Half of undergraduates conduct research or do creative projects, many for capstone projects which are often published. <br>There are more than 100 majors at UC Davis, ranging from Chicana/Chicano Studies to Wildlife, Fish and Conservation Biology. <br>The school’s residential halls compete in an annual Energy and Water Challenge as part of UC Davis’ many sustainability efforts. The university also supports a 100 acre arboretum, a sustainable, student-run farm and cutting edge research into climate change. <br>Notable UC Davis alumni include comedian Hasan Minhaj and astronauts Stephen Robinson and Tracy Caldwell Dyson.",20,"University of California, Davis",CA,38634,Suburban,119900.0,"University of California, Davis",http://www.ucdavis.edu,(530) 752-1011,http://onforb.es/NirysO,http://specials-images.forbesimg.com/imageserve/5776cc1b4bbe6f563481591f/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Davis,West,1908.0,CA,161,38.540631,-121.747976,4.0,96.0,92.0,77.0,63.0,87.0,40.0,60.0,777.0,28530.0,1674.0,1.0,84.0,88.0,0.2,25.0,0.3,2.2,21.0,26.2,5.5,1.4,18.2,90.0,89.0,79.0,86.0,80.0,89.0,86.0,86.0,84.0,https://twitter.com/ucdavis,https://www.facebook.com/UCDavis,http://www.linkedin.com/company/uc-davis,http://instagram.com/ucdavis,http://admissions.ucdavis.edu/visit/virtual_tour.cfm,32.0,37.0,1.0,43.0,56.0,19687.0,31.0,30.0,16.0
20,"This private Jesuit research institution in Washington, D.C., is home to the Walsh School of Foreign Service, the oldest school in the U.S. for international affairs, and the prestigious McDonough School of Business. Georgetown offers 62 majors among its schools. <br>The undergraduate campus sits over the Potomac River and is often referred to as “the hilltop.” <br>A long list of major political figures graduated from Georgetown, including President Bill Clinton, the late Supreme Court Justice Antonin Scalia and former president of the Philippines Gloria Macapagal Arroyo. Other notable alumni include investor Chris Sacca and actor Bradley Cooper. <br>The Hoyas compete in 24 varsity Division I teams. The men’s basketball team, currently coached by former student and NBA star Patrick Ewing, has had 31 NCAA tournament appearances. <br>Georgetown University is need-blind for student applicants regardless of their immigration status or citizenship.",21,Georgetown University,DC,19593,Urban,134500.0,Georgetown University,http://www.georgetown.edu,202-687-0100,http://onforb.es/MvI1ge,//specials-images.forbesimg.com/imageserve/5776d3c731358e0aa22dc9d6/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Washington,Northeast,1789.0,DC,52,38.899101,-77.028999,24.0,76.0,97.0,67.0,91.0,95.0,46.0,54.0,97.0,7016.0,213.0,168.0,93.0,96.0,0.1,8.8,0.1,7.0,7.8,47.6,3.2,6.9,18.5,100.0,97.0,100.0,87.0,95.0,95.0,91.0,100.0,96.0,https://twitter.com/Georgetown,https://www.facebook.com/georgetownuniv,http://www.linkedin.com/company/georgetown-university,http://instagram.com/georgetownuniversity,http://www.youtube.com/user/GeorgetownUniversity,15.0,13.0,6.0,1.0,44.0,45398.0,28.0,26.0,4.0
21,"One of the “public Ivies,” the University of Michigan, Ann Arbor, is a large research university that provides rigorous academics and a vibrant campus culture. <br>Michigan offers more than 280 degree programs across 14 undergraduate colleges and schools, with popular programs in STEM, social sciences and business. The university also offers first year students the opportunity to join small-scale learning communities for a smaller college feel. <br>A dominant force in college athletics, the university has 29 NCAA Division I teams. The Wolverines boast more than 50 national championships, and students crowd into Michigan Stadium, known as “The Big House,” to cheer on the 11-time national title football team. <br>The majority of students hail from Michigan, and residents whose families have an income below $65,000 can attend the university for free. <br>Notable alumni include former Twitter CEO Dick Costolo, billionaire and Google cofounder Larry Page, former U.S. President Gerald Ford and NFL player Tom Brady.",22,"University of Michigan, Ann Arbor",MI,48090,Urban,112300.0,"University of Michigan, Ann Arbor",http://www.umich.edu,(734) 764-1817,http://onforb.es/NirxVP,https://specials-images.forbesimg.com/imageserve/5776cd83a7ea436bd18c1500/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Ann Arbor,Midwest,1817.0,MI,91,42.281875,-83.748479,5.0,95.0,97.0,90.0,80.0,93.0,50.0,50.0,896.0,29838.0,532.0,0.0,91.0,96.0,0.2,13.3,0.0,4.3,6.5,52.2,4.0,4.4,15.1,100.0,95.0,67.0,84.0,91.0,94.0,92.0,95.0,92.0,https://twitter.com/umich,https://www.facebook.com/universityofmichigan,https://www.linkedin.com/edu/school?trk=edu-ca-head-title&id=18633,http://instagram.com/uofmichigan,,17.0,17.0,6.0,13.0,52.0,19728.0,30.0,30.0,3.0
22,"The University of Chicago is an elite urban research university tucked away in Chicago’s Hyde Park neighborhood. <br>UChicago’s broad core curriculum has been in place since the 1920s, and aims to teach students “how, not what, to think.” It requires coursework in the humanities, social and physical sciences, and a sequence in the historical development of a civilization. <br>Research opportunities are plentiful. The school operates the Argonne National Laboratory in DuPage, Illinois, and the Fermi National Accelerator Laboratory for the Department of Energy. It’s also at the cutting edge of economics research, and has several Nobel Prize winners on faculty. <br>Beginning with the Class of 2023, students whose families make less than $125,000 annually will have free tuition thanks to the UChicago Empower program. <br>Notable UChicago alumni include Senator Bernie Sanders, pioneering economist Milton Friedman and billionaire David Rubinstein. ",23,University of Chicago,IL,17452,Urban,123100.0,University of Chicago,http://www.uchicago.edu,773-702-8650,http://onforb.es/NiryJs,https://specials-images.forbesimg.com/imageserve/5776d938a7ea436bd18c152f/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Chicago,Midwest,1890.0,IL,20,41.790203,-87.601242,12.0,88.0,99.0,0.0,90.0,95.0,54.0,46.0,116.0,6756.0,19.0,0.0,94.0,95.0,0.1,13.8,0.0,4.5,9.6,37.8,4.1,3.2,26.9,100.0,97.0,0.0,94.0,90.0,95.0,93.0,95.0,95.0,https://twitter.com/ViewChicago,https://www.facebook.com/UChicagoAdmissions,http://www.linkedin.com/company/university-of-chicago,http://instagram.com/uchicago,http://www.youtube.com/watch?v=z58g45-GPsA,11.0,11.0,9.0,2.0,51.0,43836.0,10.0,9.0,2.0
23,"Rice is a private research institution in Houston’s Museum District that prides itself on a 6:1 student-faculty ratio, providing a close-knit undergraduate education. <br>The university offers 74 undergraduate programs across seven schools. There are also more than 45 research centers, institutes and consortia, where over half of students participate in research. <br>Rice has a strong relationship with NASA. Fourteen alumni and faculty members have served as astronauts, and the current NASA administrator, Jim Bridenstine, graduated from Rice. Other alumni include billionaire venture capitalist John Doerr and former U.S. attorney general Alberto Gonzalez. <br>Rice’s endowment fund was valued at $6.2 billion in 2020, and the school is able to give enough in financial aid and scholarships that 75% of students graduate debt-free.",24,Rice University,TX,7282,Urban,134100.0,Rice University,http://www.rice.edu,713-348-0000,http://onforb.es/MvI77v,//specials-images.forbesimg.com/imageserve/559d79d2e4b05c2c3431c0fe/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Houston,South,1891.0,TX,25,29.76045,-95.369784,4.0,96.0,98.0,0.0,84.0,93.0,57.0,43.0,54.0,3920.0,15.0,0.0,90.0,95.0,0.1,19.0,0.1,5.5,11.7,33.0,3.3,2.0,25.3,0.0,97.0,0.0,81.0,91.0,93.0,93.0,83.0,93.0,https://twitter.com/riceuniversity,https://www.facebook.com/RiceUniversity,http://www.linkedin.com/edu/rice-university-19472,http://instagram.com/riceuniversity,http://www.rice.edu/virtualtours/,17.0,15.0,3.0,11.0,58.0,44815.0,12.0,12.0,2.0
24,"The University of Florida is a large public research university in Gainesville, FL. The school’s immense campus houses more than 900 buildings and spans over 2,000 acres. <br>UF athletic teams compete in the Southeastern Conference, and the Gators have won 42 national championships. The football stadium, known as “The Swamp,” can hold a whooping 88,548 spectators. <br>UF’s inventive spirit is bolstered with research centers for regenerative health biotechnology and particle engineering. Gatorade was invented at the university and was named for the school’s sports teams. <br>Alumni can be found in outer space, capital buildings and the football field: UF counts astronauts, 10 Florida governors and two NFL Hall of Famers among its alumni. ",25,University of Florida,FL,52407,Urban,105200.0,University of Florida,http://www.ufl.edu,352-392-3261,http://onforb.es/MvI6Az,http://specials-images.forbesimg.com/imageserve/55b8ee81e4b05c2c34324157/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Gainesville,South,1853.0,FL,92,29.65195,-82.323184,15.0,85.0,97.0,82.0,67.0,88.0,44.0,56.0,246.0,33995.0,1159.0,5.0,85.0,91.0,0.2,8.0,0.2,5.7,19.5,50.6,3.5,3.4,8.9,60.0,89.0,100.0,77.0,91.0,89.0,86.0,89.0,85.0,https://twitter.com/uf,http://Facebook.com/UFlorida,http://www.linkedin.com/company/university-of-florida,http://Instagram.com/UFlorida,,24.0,26.0,6.0,83.0,37.0,10814.0,17.0,17.0,1.0
25,"Brown University is a midsize Ivy League university located in the heart of Providence, RI, famous for its progressive, unconventional atmosphere. <br>Brown’s signature “Open Curriculum” allows students to freely pick their academic path, with concentrations (the equivalent of a major at other schools) spanning from Applied Mathematics to Archaeology and the Ancient World. <br>All financial aid comes in the form of the “Brown Promise,” generous grants—not loans—that meet all demonstrated financial need. <br>Many Brown alumni uphold the school’s traditional strengths in the liberal arts, including notable graduates like CNN founder Ted Turner and actress Emma Watson. <br>Students are only supposed to walk through the brick and iron Van Wickle Gates upon convocation and graduation. Otherwise legend holds that bad luck will befall an offending student. ",26,Brown University,RI,10333,Urban,136700.0,Brown University,http://www.brown.edu,401.863.1000,http://onforb.es/NirPvY,https://specials-images.forbesimg.com/imageserve/559c2a4fe4b05c2c3431ba1a/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Providence,Northeast,1764.0,RI,45,41.858184,-71.449747,6.0,94.0,98.0,0.0,83.0,96.0,48.0,52.0,90.0,6987.0,83.0,0.0,94.0,97.0,0.3,14.4,0.1,6.5,9.9,39.7,5.0,5.4,18.7,57.0,97.0,100.0,94.0,94.0,96.0,99.0,95.0,95.0,https://twitter.com/BrownUniversity,https://www.facebook.com/BrownUniversity,http://www.linkedin.com/company/157343?trk=tyah,http://instagram.com/brownu,,15.0,13.0,2.0,1.0,43.0,46674.0,15.0,14.0,3.0
26,"One of the oldest colleges on the West Coast, the University of Washington, Seattle is a large public research university in the heart of Seattle. <br>UW is known for its STEM programs, with its College of Built Environments offering six degrees in majors including Real Estate and Urban Design & Planning. <br>The Husky Promise ensures that Pell Grant-eligible Washington residents will have tuition and fees fully covered. <br>UW’s athletic teams compete in the Pac-12 Conference, and have recently won national championships in women’s golf and rowing. <br>Notable UW alumni include Costco co-founder Jeffrey Brotman, saxophonist Kenny G and comedic actor Joel McHale. ",27,"University of Washington, Seattle",WA,47576,Urban,115400.0,"University of Washington, Seattle",http://uw.edu,206-543-2100,http://onforb.es/MvI0Jh,//specials-images.forbesimg.com/imageserve/55ae62abe4b05c2c3432122e/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Seattle,West,1861.0,WA,106,47.656216,-122.31312,12.0,88.0,95.0,82.0,66.0,84.0,46.0,54.0,769.0,29016.0,2254.0,7.0,81.0,87.0,0.4,21.3,0.3,2.9,8.0,40.4,6.4,3.2,17.1,67.0,87.0,83.0,75.0,78.0,85.0,83.0,90.0,84.0,https://twitter.com/UW,https://www.facebook.com/UofWA,http://www.linkedin.com/company/university-of-washington,http://instagram.com/uofwa,http://youtu.be/gOmiwd2HS_c,20.0,21.0,16.0,18.0,40.0,13041.0,24.0,24.0,1.0
